datatime,anomaly_class,cluster_mapped_class
2024-11-15 00:50:00,Normal,Environmental Changes
2024-11-15 00:51:00,Normal,Environmental Changes
2024-11-15 00:52:00,Normal,Environmental Changes
2024-11-15 00:53:00,Normal,Environmental Changes
2024-11-15 00:54:00,Normal,Environmental Changes
2024-11-15 00:55:00,Normal,Environmental Changes
2024-11-15 00:56:00,Normal,Environmental Changes
2024-11-15 00:57:00,Normal,Environmental Changes
2024-11-15 00:58:00,Normal,Environmental Changes
2024-11-15 01:04:00,Normal,Environmental Changes
2024-11-15 01:05:00,Normal,Environmental Changes
2024-11-15 01:06:00,Normal,Environmental Changes
2024-11-15 01:07:00,Normal,Environmental Changes
2024-11-15 01:08:00,Normal,Environmental Changes
2024-11-15 01:09:00,Normal,Environmental Changes
2024-11-15 01:10:00,Normal,Environmental Changes
2024-11-15 01:11:00,Normal,Environmental Changes
2024-11-15 01:12:00,Normal,Environmental Changes
2024-11-15 01:13:00,Normal,Environmental Changes
2024-11-15 01:14:00,Normal,Environmental Changes
2024-11-15 01:15:00,Normal,Environmental Changes
2024-11-15 01:16:00,Normal,Environmental Changes
2024-11-15 01:17:00,Normal,Environmental Changes
2024-11-15 01:18:00,Normal,Environmental Changes
2024-11-15 01:19:00,Normal,Environmental Changes
2024-11-15 01:20:00,Normal,Environmental Changes
2024-11-15 01:21:00,Normal,Environmental Changes
2024-11-15 01:22:00,Normal,Environmental Changes
2024-11-15 01:23:00,Normal,Environmental Changes
2024-11-15 01:24:00,Normal,Environmental Changes
2024-11-15 01:25:00,Normal,Environmental Changes
2024-11-15 01:26:00,Normal,Environmental Changes
2024-11-15 01:27:00,Normal,Environmental Changes
2024-11-15 01:28:00,Normal,Environmental Changes
2024-11-15 01:29:00,Normal,Environmental Changes
2024-11-15 01:30:00,Normal,Environmental Changes
2024-11-15 01:31:00,Normal,Environmental Changes
2024-11-15 01:32:00,Normal,Environmental Changes
2024-11-15 01:33:00,Normal,Environmental Changes
2024-11-15 01:34:00,Normal,Environmental Changes
2024-11-15 01:35:00,Normal,Environmental Changes
2024-11-15 01:36:00,Normal,Environmental Changes
2024-11-15 01:37:00,Normal,Environmental Changes
2024-11-15 01:38:00,Normal,Environmental Changes
2024-11-15 01:39:00,Normal,Environmental Changes
2024-11-15 01:40:00,Normal,Environmental Changes
2024-11-15 01:41:00,Normal,Environmental Changes
2024-11-15 01:42:00,Normal,Environmental Changes
2024-11-15 01:43:00,Normal,Environmental Changes
2024-11-15 01:44:00,Normal,Environmental Changes
2024-11-15 01:45:00,Normal,Environmental Changes
2024-11-15 01:46:00,Normal,Environmental Changes
2024-11-15 01:47:00,Normal,Environmental Changes
2024-11-15 01:48:00,Normal,Environmental Changes
2024-11-15 01:49:00,Normal,Environmental Changes
2024-11-15 01:50:00,Normal,Environmental Changes
2024-11-15 01:51:00,Normal,Environmental Changes
2024-11-15 01:52:00,Normal,Environmental Changes
2024-11-15 01:53:00,Normal,Environmental Changes
2024-11-15 01:54:00,Normal,Environmental Changes
2024-11-15 01:55:00,Normal,Environmental Changes
2024-11-15 01:56:00,Normal,Environmental Changes
2024-11-15 01:57:00,Normal,Environmental Changes
2024-11-15 01:58:00,Normal,Environmental Changes
2024-11-15 01:59:00,Normal,Environmental Changes
2024-11-15 02:00:00,Normal,Environmental Changes
2024-11-15 02:01:00,Normal,Environmental Changes
2024-11-15 02:02:00,Normal,Environmental Changes
2024-11-15 02:03:00,Normal,Environmental Changes
2024-11-15 02:04:00,Normal,Environmental Changes
2024-11-15 02:05:00,Normal,Environmental Changes
2024-11-15 02:06:00,Normal,Environmental Changes
2024-11-15 02:07:00,Normal,Environmental Changes
2024-11-15 02:08:00,Normal,Environmental Changes
2024-11-15 02:09:00,Normal,Environmental Changes
2024-11-15 02:10:00,Normal,Environmental Changes
2024-11-15 02:11:00,Normal,Environmental Changes
2024-11-15 02:12:00,Normal,Environmental Changes
2024-11-15 02:13:00,Normal,Environmental Changes
2024-11-15 02:14:00,Normal,Environmental Changes
2024-11-15 02:15:00,Normal,Environmental Changes
2024-11-15 02:16:00,Normal,Environmental Changes
2024-11-15 02:17:00,Normal,Environmental Changes
2024-11-15 02:18:00,Normal,Environmental Changes
2024-11-15 02:19:00,Normal,Environmental Changes
2024-11-15 02:20:00,Normal,Environmental Changes
2024-11-15 02:21:00,Normal,Environmental Changes
2024-11-15 02:22:00,Normal,Environmental Changes
2024-11-15 02:23:00,Normal,Environmental Changes
2024-11-15 02:24:00,Normal,Environmental Changes
2024-11-15 02:25:00,Normal,Environmental Changes
2024-11-15 02:26:00,Normal,Environmental Changes
2024-11-15 02:27:00,Normal,Environmental Changes
2024-11-15 02:28:00,Normal,Environmental Changes
2024-11-15 02:29:00,Normal,Environmental Changes
2024-11-15 02:30:00,Normal,Environmental Changes
2024-11-15 02:31:00,Normal,Environmental Changes
2024-11-15 02:32:00,Normal,Environmental Changes
2024-11-15 02:33:00,Normal,Environmental Changes
2024-11-15 02:34:00,Normal,Environmental Changes
2024-11-15 02:35:00,Normal,Environmental Changes
2024-11-15 02:36:00,Normal,Environmental Changes
2024-11-15 02:37:00,Normal,Environmental Changes
2024-11-15 02:38:00,Normal,Environmental Changes
2024-11-15 02:39:00,Normal,Environmental Changes
2024-11-15 02:40:00,Normal,Environmental Changes
2024-11-15 02:41:00,Normal,Environmental Changes
2024-11-15 02:42:00,Normal,Environmental Changes
2024-11-15 02:43:00,Normal,Environmental Changes
2024-11-15 02:44:00,Normal,Environmental Changes
2024-11-15 02:45:00,Normal,Environmental Changes
2024-11-15 02:46:00,Normal,Environmental Changes
2024-11-15 02:47:00,Normal,Environmental Changes
2024-11-15 02:48:00,Normal,Environmental Changes
2024-11-15 02:49:00,Normal,Environmental Changes
2024-11-15 02:50:00,Normal,Environmental Changes
2024-11-15 02:51:00,Normal,Environmental Changes
2024-11-15 02:52:00,Normal,Environmental Changes
2024-11-15 02:53:00,Normal,Environmental Changes
2024-11-15 02:54:00,Normal,Environmental Changes
2024-11-15 02:55:00,Normal,Environmental Changes
2024-11-15 02:56:00,Normal,Environmental Changes
2024-11-15 02:57:00,Normal,Environmental Changes
2024-11-15 02:58:00,Normal,Environmental Changes
2024-11-15 14:41:00,Normal,Fault
2024-11-15 14:42:00,Normal,Environmental Changes
2024-11-15 14:43:00,Normal,Environmental Changes
2024-11-15 14:44:00,Normal,Environmental Changes
2024-11-15 14:45:00,Normal,Environmental Changes
2024-11-15 14:46:00,Normal,Environmental Changes
2024-11-15 14:47:00,Normal,Environmental Changes
2024-11-15 14:48:00,Normal,Environmental Changes
2024-11-15 14:49:00,Normal,Environmental Changes
2024-11-15 14:58:00,Normal,Environmental Changes
2024-11-15 14:59:00,Normal,Environmental Changes
2024-11-15 15:00:00,Normal,Environmental Changes
2024-11-15 15:01:00,Normal,Environmental Changes
2024-11-15 15:02:00,Normal,Environmental Changes
2024-11-15 15:03:00,Normal,Environmental Changes
2024-11-15 15:04:00,Normal,Environmental Changes
2024-11-15 15:05:00,Normal,Environmental Changes
2024-11-15 15:06:00,Normal,Environmental Changes
2024-11-15 15:07:00,Normal,Environmental Changes
2024-11-15 15:08:00,Normal,Environmental Changes
2024-11-15 15:09:00,Normal,Environmental Changes
2024-11-15 15:10:00,Normal,Environmental Changes
2024-11-15 15:11:00,Normal,Environmental Changes
2024-11-15 15:12:00,Normal,Environmental Changes
2024-11-15 15:13:00,Normal,Environmental Changes
2024-11-15 15:14:00,Normal,Environmental Changes
2024-11-15 15:15:00,Normal,Environmental Changes
2024-11-15 15:16:00,Normal,Environmental Changes
2024-11-15 15:17:00,Normal,Environmental Changes
2024-11-15 15:18:00,Normal,Environmental Changes
2024-11-15 15:19:00,Normal,Environmental Changes
2024-11-15 15:20:00,Normal,Environmental Changes
2024-11-15 15:21:00,Normal,Environmental Changes
2024-11-15 15:22:00,Normal,Environmental Changes
2024-11-15 15:23:00,Normal,Environmental Changes
2024-11-15 15:24:00,Normal,Environmental Changes
2024-11-15 15:25:00,Normal,Environmental Changes
2024-11-15 15:26:00,Normal,Environmental Changes
2024-11-15 15:27:00,Normal,Environmental Changes
2024-11-15 15:28:00,Normal,Environmental Changes
2024-11-15 15:29:00,Normal,Environmental Changes
2024-11-15 15:30:00,Normal,Environmental Changes
2024-11-15 15:31:00,Normal,Environmental Changes
2024-11-15 15:32:00,Normal,Environmental Changes
2024-11-15 15:33:00,Normal,Environmental Changes
2024-11-15 15:34:00,Normal,Environmental Changes
2024-11-15 15:35:00,Normal,Environmental Changes
2024-11-15 15:36:00,Normal,Environmental Changes
2024-11-15 15:37:00,Normal,Environmental Changes
2024-11-15 15:38:00,Normal,Environmental Changes
2024-11-15 15:39:00,Normal,Environmental Changes
2024-11-15 15:40:00,Normal,Environmental Changes
2024-11-15 15:41:00,Normal,Environmental Changes
2024-11-15 15:42:00,Normal,Environmental Changes
2024-11-15 15:43:00,Normal,Environmental Changes
2024-11-15 16:34:00,Fault,Fault
2024-11-15 16:35:00,Fault,Fault
2024-11-15 16:36:00,Fault,Fault
2024-11-15 16:37:00,Fault,Fault
2024-11-15 16:38:00,Fault,Fault
2024-11-15 16:39:00,Fault,Fault
2024-11-15 16:40:00,Fault,Fault
2024-11-15 16:41:00,Fault,Fault
2024-11-15 18:51:00,Normal,Environmental Changes
2024-11-15 18:52:00,Normal,Environmental Changes
2024-11-15 18:53:00,Normal,Environmental Changes
2024-11-15 18:54:00,Normal,Environmental Changes
2024-11-15 18:55:00,Normal,Environmental Changes
2024-11-15 18:59:00,Normal,Environmental Changes
2024-11-15 19:00:00,Normal,Environmental Changes
2024-11-15 19:01:00,Normal,Environmental Changes
2024-11-15 19:02:00,Normal,Environmental Changes
2024-11-15 19:03:00,Normal,Environmental Changes
2024-11-15 19:04:00,Normal,Environmental Changes
2024-11-15 19:05:00,Normal,Environmental Changes
2024-11-15 19:06:00,Normal,Environmental Changes
2024-11-15 19:07:00,Normal,Environmental Changes
2024-11-15 19:08:00,Normal,Environmental Changes
2024-11-15 19:09:00,Normal,Environmental Changes
2024-11-15 19:10:00,Normal,Environmental Changes
2024-11-15 19:11:00,Normal,Environmental Changes
2024-11-15 19:12:00,Normal,Environmental Changes
2024-11-15 19:13:00,Normal,Environmental Changes
2024-11-15 19:14:00,Normal,Environmental Changes
2024-11-15 19:15:00,Normal,Environmental Changes
2024-11-15 19:16:00,Normal,Environmental Changes
2024-11-15 19:17:00,Normal,Environmental Changes
2024-11-15 19:18:00,Normal,Environmental Changes
2024-11-15 19:19:00,Normal,Environmental Changes
2024-11-15 19:20:00,Normal,Environmental Changes
2024-11-15 19:21:00,Normal,Environmental Changes
2024-11-15 19:22:00,Normal,Environmental Changes
2024-11-15 19:23:00,Normal,Environmental Changes
2024-11-15 19:24:00,Normal,Environmental Changes
2024-11-15 19:25:00,Normal,Environmental Changes
2024-11-15 19:26:00,Normal,Environmental Changes
2024-11-15 19:27:00,Normal,Environmental Changes
2024-11-15 19:28:00,Normal,Environmental Changes
2024-11-15 19:29:00,Normal,Environmental Changes
2024-11-15 19:30:00,Normal,Environmental Changes
2024-11-15 19:31:00,Normal,Environmental Changes
2024-11-15 19:32:00,Normal,Environmental Changes
2024-11-15 19:33:00,Normal,Environmental Changes
2024-11-15 19:34:00,Normal,Environmental Changes
2024-11-15 19:35:00,Normal,Environmental Changes
2024-11-15 19:36:00,Normal,Environmental Changes
2024-11-15 19:37:00,Normal,Environmental Changes
2024-11-15 19:38:00,Normal,Environmental Changes
2024-11-15 19:39:00,Normal,Environmental Changes
2024-11-15 19:40:00,Normal,Environmental Changes
2024-11-15 19:41:00,Normal,Environmental Changes
2024-11-15 19:42:00,Normal,Environmental Changes
2024-11-15 19:43:00,Normal,Environmental Changes
2024-11-15 19:44:00,Normal,Environmental Changes
2024-11-15 19:45:00,Normal,Environmental Changes
2024-11-15 19:46:00,Normal,Environmental Changes
2024-11-15 19:47:00,Normal,Environmental Changes
2024-11-15 19:48:00,Normal,Environmental Changes
2024-11-15 19:49:00,Normal,Environmental Changes
2024-11-15 19:50:00,Normal,Environmental Changes
2024-11-15 19:51:00,Normal,Environmental Changes
2024-11-15 19:59:00,Normal,Environmental Changes
2024-11-15 20:00:00,Normal,Environmental Changes
2024-11-15 20:01:00,Normal,Environmental Changes
2024-11-15 20:02:00,Normal,Environmental Changes
2024-11-15 20:03:00,Normal,Environmental Changes
2024-11-15 20:04:00,Normal,Environmental Changes
2024-11-15 20:05:00,Normal,Environmental Changes
2024-11-15 20:06:00,Normal,Environmental Changes
2024-11-15 20:07:00,Normal,Environmental Changes
2024-11-15 20:08:00,Normal,Environmental Changes
2024-11-15 20:09:00,Normal,Environmental Changes
2024-11-15 20:10:00,Normal,Environmental Changes
2024-11-15 20:11:00,Normal,Environmental Changes
2024-11-15 20:12:00,Normal,Environmental Changes
2024-11-15 20:13:00,Normal,Environmental Changes
2024-11-15 20:14:00,Normal,Environmental Changes
2024-11-15 20:15:00,Normal,Environmental Changes
2024-11-15 20:16:00,Normal,Environmental Changes
2024-11-15 20:17:00,Normal,Environmental Changes
2024-11-15 20:18:00,Normal,Environmental Changes
2024-11-15 20:19:00,Normal,Environmental Changes
2024-11-15 20:20:00,Normal,Environmental Changes
2024-11-15 20:21:00,Normal,Environmental Changes
2024-11-15 20:22:00,Normal,Environmental Changes
2024-11-15 20:23:00,Normal,Environmental Changes
2024-11-15 20:24:00,Normal,Environmental Changes
2024-11-15 20:25:00,Normal,Environmental Changes
2024-11-15 20:26:00,Normal,Environmental Changes
2024-11-15 20:27:00,Normal,Environmental Changes
2024-11-15 20:28:00,Normal,Environmental Changes
2024-11-15 20:29:00,Normal,Environmental Changes
2024-11-15 20:30:00,Normal,Environmental Changes
2024-11-15 20:31:00,Normal,Environmental Changes
2024-11-15 20:32:00,Normal,Environmental Changes
2024-11-15 20:33:00,Normal,Environmental Changes
2024-11-15 20:34:00,Normal,Environmental Changes
2024-11-15 20:35:00,Normal,Environmental Changes
2024-11-15 20:36:00,Normal,Environmental Changes
2024-11-15 20:37:00,Normal,Environmental Changes
2024-11-15 20:38:00,Normal,Environmental Changes
2024-11-15 20:39:00,Normal,Environmental Changes
2024-11-15 20:40:00,Normal,Environmental Changes
2024-11-15 20:41:00,Normal,Environmental Changes
2024-11-15 20:42:00,Normal,Environmental Changes
2024-11-15 20:43:00,Normal,Environmental Changes
2024-11-15 20:44:00,Normal,Environmental Changes
2024-11-15 20:45:00,Normal,Environmental Changes
2024-11-15 20:46:00,Normal,Environmental Changes
2024-11-15 20:47:00,Normal,Environmental Changes
2024-11-15 20:48:00,Normal,Environmental Changes
2024-11-15 20:49:00,Normal,Environmental Changes
2024-11-15 20:50:00,Normal,Environmental Changes
2024-11-15 20:51:00,Normal,Environmental Changes
2024-11-15 20:52:00,Normal,Environmental Changes
2024-11-15 20:53:00,Normal,Environmental Changes
2024-11-15 20:54:00,Normal,Environmental Changes
2024-11-15 20:55:00,Normal,Environmental Changes
2024-11-15 20:56:00,Normal,Environmental Changes
2024-11-15 20:57:00,Normal,Environmental Changes
2024-11-15 20:58:00,Fault,Fault
2024-11-15 20:59:00,Fault,Fault
2024-11-15 21:00:00,Fault,Fault
2024-11-15 21:01:00,Fault,Fault
2024-11-15 21:02:00,Fault,Fault
2024-11-15 21:03:00,Fault,Fault
2024-11-15 21:04:00,Fault,Fault
2024-11-15 21:05:00,Fault,Fault
2024-11-15 21:06:00,Fault,Fault
2024-11-15 21:07:00,Fault,Fault
2024-11-15 21:08:00,Fault,Fault
2024-11-15 21:09:00,Fault,Fault
2024-11-15 21:10:00,Fault,Fault
2024-11-15 21:11:00,Fault,Fault
2024-11-15 21:12:00,Fault,Fault
2024-11-15 21:13:00,Fault,Fault
2024-11-15 21:14:00,Fault,Fault
2024-11-15 21:15:00,Fault,Fault
2024-11-15 21:16:00,Fault,Fault
2024-11-15 21:17:00,Fault,Fault
2024-11-15 21:18:00,Fault,Fault
2024-11-15 21:19:00,Fault,Fault
2024-11-15 21:20:00,Fault,Fault
2024-11-15 21:21:00,Fault,Fault
2024-11-15 21:22:00,Fault,Fault
2024-11-15 21:23:00,Fault,Fault
2024-11-15 21:24:00,Fault,Fault
2024-11-15 21:25:00,Fault,Fault
2024-11-15 21:26:00,Fault,Fault
2024-11-15 21:27:00,Fault,Fault
2024-11-15 21:28:00,Fault,Fault
2024-11-15 21:29:00,Fault,Fault
2024-11-15 21:30:00,Fault,Fault
2024-11-15 21:31:00,Fault,Fault
2024-11-15 21:32:00,Fault,Fault
2024-11-15 21:33:00,Fault,Fault
2024-11-15 21:34:00,Fault,Fault
2024-11-15 21:35:00,Fault,Fault
2024-11-15 21:36:00,Fault,Fault
2024-11-15 21:37:00,Fault,Fault
2024-11-15 21:38:00,Fault,Fault
2024-11-15 21:39:00,Fault,Fault
2024-11-15 21:40:00,Fault,Fault
2024-11-15 21:41:00,Fault,Fault
2024-11-15 21:42:00,Fault,Fault
2024-11-15 21:43:00,Fault,Fault
2024-11-15 21:44:00,Fault,Fault
2024-11-15 21:45:00,Fault,Fault
2024-11-15 21:46:00,Fault,Fault
2024-11-15 21:47:00,Fault,Fault
2024-11-15 21:48:00,Fault,Fault
2024-11-15 21:49:00,Fault,Fault
2024-11-15 21:50:00,Fault,Fault
2024-11-15 21:51:00,Fault,Fault
2024-11-15 21:52:00,Fault,Fault
2024-11-15 21:53:00,Fault,Fault
2024-11-15 21:54:00,Fault,Fault
2024-11-15 21:55:00,Fault,Fault
2024-11-15 21:56:00,Fault,Fault
2024-11-15 21:57:00,Fault,Fault
2024-11-15 21:58:00,Fault,Fault
2024-11-15 21:59:00,Fault,Fault
2024-11-15 22:00:00,Fault,Fault
2024-11-15 22:01:00,Fault,Fault
2024-11-15 22:02:00,Fault,Fault
2024-11-15 22:03:00,Fault,Fault
2024-11-15 22:04:00,Fault,Fault
2024-11-15 22:05:00,Fault,Fault
2024-11-15 22:06:00,Fault,Fault
2024-11-15 22:07:00,Fault,Fault
2024-11-15 22:08:00,Fault,Fault
2024-11-15 22:09:00,Fault,Fault
2024-11-15 22:10:00,Fault,Fault
2024-11-15 22:11:00,Fault,Fault
2024-11-15 22:12:00,Fault,Fault
2024-11-15 22:13:00,Fault,Fault
2024-11-15 22:14:00,Fault,Fault
2024-11-15 22:15:00,Fault,Fault
2024-11-15 22:16:00,Fault,Fault
2024-11-15 22:17:00,Fault,Fault
2024-11-15 22:18:00,Fault,Fault
2024-11-15 22:19:00,Fault,Fault
2024-11-15 22:20:00,Fault,Fault
2024-11-15 22:21:00,Fault,Fault
2024-11-15 22:22:00,Fault,Fault
2024-11-15 22:23:00,Fault,Fault
2024-11-15 22:24:00,Fault,Fault
2024-11-15 22:25:00,Fault,Fault
2024-11-15 22:26:00,Fault,Fault
2024-11-15 22:27:00,Fault,Fault
2024-11-15 22:28:00,Fault,Fault
2024-11-15 22:29:00,Fault,Fault
2024-11-15 22:30:00,Fault,Fault
2024-11-15 22:31:00,Fault,Fault
2024-11-15 22:32:00,Fault,Fault
2024-11-15 22:33:00,Fault,Fault
2024-11-15 22:34:00,Fault,Fault
2024-11-15 22:35:00,Fault,Fault
2024-11-15 22:36:00,Fault,Fault
2024-11-15 22:37:00,Fault,Fault
2024-11-15 22:38:00,Fault,Fault
2024-11-15 22:39:00,Fault,Fault
2024-11-15 22:40:00,Fault,Fault
2024-11-15 22:41:00,Fault,Fault
2024-11-15 22:42:00,Fault,Fault
2024-11-15 22:43:00,Fault,Fault
2024-11-15 22:44:00,Fault,Fault
2024-11-15 22:45:00,Fault,Fault
2024-11-15 22:46:00,Fault,Fault
2024-11-15 22:47:00,Fault,Fault
2024-11-15 22:48:00,Fault,Fault
2024-11-15 22:49:00,Fault,Fault
2024-11-15 22:50:00,Fault,Fault
2024-11-15 22:51:00,Fault,Environmental Changes
2024-11-15 22:52:00,Normal,Environmental Changes
2024-11-15 22:53:00,Normal,Environmental Changes
2024-11-15 22:54:00,Normal,Environmental Changes
2024-11-15 22:55:00,Normal,Environmental Changes
2024-11-15 22:56:00,Normal,Environmental Changes
2024-11-15 22:57:00,Normal,Environmental Changes
2024-11-15 22:58:00,Normal,Environmental Changes
2024-11-15 22:59:00,Normal,Environmental Changes
2024-11-15 23:00:00,Normal,Environmental Changes
2024-11-15 23:01:00,Normal,Environmental Changes
2024-11-15 23:02:00,Normal,Environmental Changes
2024-11-15 23:03:00,Normal,Environmental Changes
2024-11-15 23:04:00,Normal,Environmental Changes
2024-11-15 23:05:00,Normal,Environmental Changes
2024-11-15 23:06:00,Normal,Environmental Changes
2024-11-15 23:07:00,Normal,Environmental Changes
2024-11-15 23:08:00,Normal,Environmental Changes
2024-11-15 23:09:00,Normal,Environmental Changes
2024-11-15 23:10:00,Normal,Environmental Changes
2024-11-15 23:11:00,Normal,Environmental Changes
2024-11-15 23:12:00,Normal,Environmental Changes
2024-11-15 23:13:00,Normal,Environmental Changes
2024-11-15 23:14:00,Normal,Environmental Changes
2024-11-15 23:15:00,Normal,Environmental Changes
2024-11-15 23:16:00,Normal,Environmental Changes
2024-11-15 23:17:00,Normal,Environmental Changes
2024-11-15 23:18:00,Normal,Environmental Changes
2024-11-15 23:19:00,Normal,Environmental Changes
2024-11-15 23:20:00,Normal,Environmental Changes
2024-11-15 23:21:00,Normal,Environmental Changes
2024-11-15 23:22:00,Normal,Environmental Changes
2024-11-15 23:23:00,Normal,Environmental Changes
2024-11-15 23:24:00,Normal,Environmental Changes
2024-11-15 23:25:00,Normal,Environmental Changes
2024-11-15 23:26:00,Normal,Environmental Changes
2024-11-15 23:27:00,Normal,Environmental Changes
2024-11-15 23:29:00,Normal,Environmental Changes
2024-11-15 23:30:00,Normal,Environmental Changes
2024-11-15 23:31:00,Normal,Environmental Changes
2024-11-15 23:32:00,Normal,Environmental Changes
2024-11-15 23:33:00,Normal,Environmental Changes
2024-11-15 23:34:00,Normal,Environmental Changes
2024-11-15 23:35:00,Normal,Environmental Changes
2024-11-15 23:36:00,Normal,Environmental Changes
2024-11-15 23:37:00,Normal,Environmental Changes
2024-11-15 23:38:00,Normal,Environmental Changes
2024-11-15 23:39:00,Normal,Environmental Changes
2024-11-15 23:40:00,Normal,Environmental Changes
2024-11-15 23:41:00,Normal,Environmental Changes
2024-11-15 23:42:00,Normal,Environmental Changes
2024-11-15 23:43:00,Normal,Environmental Changes
2024-11-15 23:44:00,Normal,Environmental Changes
2024-11-15 23:45:00,Normal,Environmental Changes
2024-11-15 23:46:00,Normal,Environmental Changes
2024-11-15 23:47:00,Normal,Environmental Changes
2024-11-15 23:48:00,Normal,Environmental Changes
2024-11-15 23:49:00,Normal,Environmental Changes
2024-11-15 23:50:00,Normal,Environmental Changes
2024-11-15 23:51:00,Normal,Environmental Changes
2024-11-15 23:52:00,Normal,Environmental Changes
2024-11-15 23:53:00,Normal,Environmental Changes
2024-11-15 23:54:00,Normal,Environmental Changes
2024-11-15 23:55:00,Normal,Environmental Changes
2024-11-15 23:56:00,Normal,Environmental Changes
2024-11-15 23:57:00,Normal,Environmental Changes
2024-11-15 23:58:00,Normal,Environmental Changes
2024-11-15 23:59:00,Normal,Environmental Changes
2024-11-16 00:00:00,Normal,Environmental Changes
2024-11-16 00:01:00,Normal,Environmental Changes
2024-11-16 00:02:00,Normal,Environmental Changes
2024-11-16 00:03:00,Normal,Environmental Changes
2024-11-16 00:04:00,Normal,Environmental Changes
2024-11-16 00:05:00,Normal,Environmental Changes
2024-11-16 00:06:00,Normal,Environmental Changes
2024-11-16 00:07:00,Normal,Environmental Changes
2024-11-16 00:08:00,Normal,Environmental Changes
2024-11-16 00:09:00,Normal,Environmental Changes
2024-11-16 00:10:00,Normal,Environmental Changes
2024-11-16 00:11:00,Normal,Environmental Changes
2024-11-16 00:12:00,Normal,Environmental Changes
2024-11-16 00:13:00,Normal,Environmental Changes
2024-11-16 00:14:00,Normal,Environmental Changes
2024-11-16 00:15:00,Normal,Environmental Changes
2024-11-16 00:16:00,Normal,Environmental Changes
2024-11-16 00:17:00,Normal,Environmental Changes
2024-11-16 00:18:00,Normal,Environmental Changes
2024-11-16 00:19:00,Normal,Environmental Changes
2024-11-16 00:20:00,Normal,Environmental Changes
2024-11-16 00:21:00,Normal,Environmental Changes
2024-11-16 00:22:00,Normal,Environmental Changes
2024-11-16 00:23:00,Normal,Environmental Changes
2024-11-16 00:24:00,Normal,Environmental Changes
2024-11-16 00:25:00,Normal,Environmental Changes
2024-11-16 00:26:00,Normal,Environmental Changes
2024-11-16 00:27:00,Normal,Environmental Changes
2024-11-16 00:28:00,Normal,Environmental Changes
2024-11-16 00:29:00,Normal,Environmental Changes
2024-11-16 00:30:00,Normal,Environmental Changes
2024-11-16 00:31:00,Normal,Environmental Changes
2024-11-16 00:32:00,Normal,Environmental Changes
2024-11-16 00:33:00,Normal,Environmental Changes
2024-11-16 00:34:00,Normal,Environmental Changes
2024-11-16 00:35:00,Normal,Environmental Changes
2024-11-16 00:36:00,Normal,Environmental Changes
2024-11-16 00:37:00,Normal,Environmental Changes
2024-11-16 00:38:00,Normal,Environmental Changes
2024-11-16 00:39:00,Normal,Environmental Changes
2024-11-16 00:40:00,Normal,Environmental Changes
2024-11-16 00:41:00,Normal,Environmental Changes
2024-11-16 00:42:00,Normal,Environmental Changes
2024-11-16 00:43:00,Normal,Environmental Changes
2024-11-16 00:44:00,Normal,Environmental Changes
2024-11-16 00:45:00,Normal,Environmental Changes
2024-11-16 00:46:00,Normal,Environmental Changes
2024-11-16 00:47:00,Normal,Environmental Changes
2024-11-16 00:48:00,Normal,Environmental Changes
2024-11-16 00:49:00,Normal,Environmental Changes
2024-11-16 00:50:00,Normal,Environmental Changes
2024-11-16 00:51:00,Normal,Environmental Changes
2024-11-16 00:52:00,Normal,Environmental Changes
2024-11-16 00:53:00,Normal,Environmental Changes
2024-11-16 00:54:00,Normal,Environmental Changes
2024-11-16 00:55:00,Normal,Environmental Changes
2024-11-16 00:56:00,Normal,Environmental Changes
2024-11-16 00:57:00,Normal,Environmental Changes
2024-11-16 00:58:00,Normal,Environmental Changes
2024-11-16 00:59:00,Normal,Environmental Changes
2024-11-16 01:00:00,Normal,Environmental Changes
2024-11-16 01:01:00,Normal,Environmental Changes
2024-11-16 01:02:00,Normal,Environmental Changes
2024-11-16 01:03:00,Normal,Environmental Changes
2024-11-16 01:04:00,Normal,Environmental Changes
2024-11-16 01:05:00,Normal,Environmental Changes
2024-11-16 01:06:00,Normal,Environmental Changes
2024-11-16 01:07:00,Normal,Environmental Changes
2024-11-16 01:08:00,Normal,Environmental Changes
2024-11-16 01:09:00,Normal,Environmental Changes
2024-11-16 01:10:00,Normal,Environmental Changes
2024-11-16 01:11:00,Normal,Environmental Changes
2024-11-16 01:12:00,Normal,Environmental Changes
2024-11-16 01:13:00,Normal,Environmental Changes
2024-11-16 01:14:00,Normal,Environmental Changes
2024-11-16 01:15:00,Normal,Environmental Changes
2024-11-16 01:16:00,Normal,Environmental Changes
2024-11-16 01:17:00,Normal,Environmental Changes
2024-11-16 01:18:00,Normal,Environmental Changes
2024-11-16 01:19:00,Normal,Environmental Changes
2024-11-16 01:20:00,Normal,Environmental Changes
2024-11-16 01:21:00,Normal,Environmental Changes
2024-11-16 01:22:00,Normal,Environmental Changes
2024-11-16 01:23:00,Normal,Environmental Changes
2024-11-16 01:24:00,Normal,Environmental Changes
2024-11-16 01:25:00,Normal,Environmental Changes
2024-11-16 01:26:00,Normal,Environmental Changes
2024-11-16 01:27:00,Normal,Environmental Changes
2024-11-16 01:28:00,Normal,Environmental Changes
2024-11-16 01:29:00,Normal,Environmental Changes
2024-11-16 01:30:00,Normal,Environmental Changes
2024-11-16 01:31:00,Normal,Environmental Changes
2024-11-16 01:32:00,Normal,Environmental Changes
